source,name,sport,person_type,country_as_listed,taiwan_excluded,nationality_review,sanction,source_status,decision_url,named,resolved_or_announced_with_link,name_key,name_matches_existing,publication_approved
USADA,"Sherman, Chase",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,9-Month Suspension,announced,https://www.usada.org/sanction/chase-sherman-accepts-doping-sanction/,True,True,chase sherman,False,False
USADA,"Paparella, Flavia",Cycling,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension; Loss of Results - Sanction Reduced,announced,https://www.usada.org/sanction/flavia-paparella-accepts-second-doping-sanction/ | https://www.usada.org/sanction/flavia-paparella-granted-reduced-sanction/,True,True,flavia paparella,False,False
USADA,"Martin, Jeff",Cycling,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/jeff-martin-accepts-doping-sanction/,True,True,jeff martin,False,False
USADA,"Millican, Morgan",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/morgan-millican-accepts-doping-sanction/,True,True,millican morgan,False,False
USADA,"Harroufi, Ridouane",Track and Field,not separately classified in source table,,False,pending_individual_verification,8-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/ridouane-harroufi-accepts-second-doping-sanction/,True,True,harroufi ridouane,False,False
USADA,"Fritzen Procopio, Lara",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/lara-fritzen-procopio-accepts-doping-sanction/,True,True,fritzen lara procopio,False,False
USADA,"McCullough, Matthew",Weightlifting,not separately classified in source table,,False,pending_individual_verification,20-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/matthew-mccullough-accepts-doping-sanction/,True,True,matthew mccullough,False,False
USADA,"Gonzalez Villa, Jorge",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/jorge-gonzalez-villa-accepts-doping-sanction/,True,True,gonzalez jorge villa,False,False
USADA,"Wood, Jonathan",Cycling,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/jonathan-wood-accepts-doping-sanction/,True,True,jonathan wood,False,False
USADA,"Parlor, Tiffany",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/tiffany-parlor-recieves-doping-violation/,True,True,parlor tiffany,False,False
USADA,"Fix, Daton",Wrestling,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/aaa-panel-imposes-doping-sanction-daton-fix/,True,True,daton fix,False,False
USADA,"Doskalchuk, Oleksandr",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,14-Month Suspension,announced,https://www.usada.org/sanction/oleksandr-doskalchuk-accepts-doping-sanction/,True,True,doskalchuk oleksandr,False,False
USADA,"Murdock, Vince",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,20-Month Suspension - Sanction Reduced,announced,https://www.usada.org/sanction/vince-murdock-accepts-doping-sanction/ | https://www.usada.org/sanction/vince-murdock-receives-reduced-sanction/,True,True,murdock vince,False,False
USADA,"Gicquel, Barbara",Cycling,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/barbara-gicquel-accepts-doping-sanction-2/,True,True,barbara gicquel,False,False
USADA,"Dombrovskiy, Vladyslav",Wrestling,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/vladyslav-dombrovskiy-accepts-doping-sanction/,True,True,dombrovskiy vladyslav,False,False
USADA,"Melendez, Gilbert",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/arbitrator-imposes-two-year-sanction-gilbert-melendez/,True,True,gilbert melendez,False,False
USADA,"Rante, Danielle",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results - Sanction Reduced,announced,https://www.usada.org/sanction/danielle-rante-accepts-doping-sanction/ | https://www.usada.org/sanction/danielle-rante-reduced-sanction/,True,True,danielle rante,False,False
USADA,"Woolsey, Taff",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/taff-woolsey-accepts-doping-sanction/,True,True,taff woolsey,False,False
USADA,"Castille, Kevin",Track and Field,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/kevin-castille-accepts-doping-sanction/,True,True,castille kevin,False,False
USADA,"Prusmack, Jeff",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/jeff-prusmack-accepts-doping-sanction/,True,True,jeff prusmack,False,False
USADA,"Alonso, Leynier",Cycling,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/leynier-alonso-receives-doping-sanction/,True,True,alonso leynier,False,False
USADA,"Arruda da Silva, Bruno",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/bruno-arruda-da-silva-receives-doping-sanction-arbitrator/,True,True,arruda bruno da silva,False,False
USADA,"Ostovich-Berdon, Rachael",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension,announced,https://www.usada.org/sanction/rachael-ostovich-berdon-accepts-doping-sanction/,True,True,berdon ostovich rachael,False,False
USADA,*Name Removed,Boxing,not separately classified in source table,,False,pending_individual_verification,No Fault or Negligence,announced,,False,False,name removed,False,False
USADA,*Name Removed,Softball,not separately classified in source table,,False,pending_individual_verification,No Fault or Negligence,announced,,False,False,name removed,False,False
USADA,"Glanville, Justin",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/justin-glanville-accepts-doping-sanction/,True,True,glanville justin,False,False
USADA,"Walsh, Cole",Track and Field,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension with 3-Month Deferral; Loss of Results,announced,https://www.usada.org/sanction/cole-walsh-accepts-doping-sanction/,True,True,cole walsh,False,False
USADA,"Romero Noboa, Isidro",Triathlon,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/isidro-romero-noboa-accepts-doping-sanction/,True,True,isidro noboa romero,False,False
USADA,"Gastelum, Kelvin",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,9-Month Suspension with 5-Month Deferral,announced,https://www.usada.org/sanction/kelvin-gastelum-accepts-sanction-second-doping-violation/,True,True,gastelum kelvin,False,False
USADA,"Ortiz, Robert",Weightlifting,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension with 6-Month Deferral; Loss of Results,announced,https://www.usada.org/sanction/robert-ortiz-accepts-doping-sanction-2/,True,True,ortiz robert,False,False
USADA,"Hurst, Rowdy",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/rowdy-hurst-receives-doping-sanction/,True,True,hurst rowdy,False,False
USADA,"Saccente, Nicholas",Weightlifting,not separately classified in source table,,False,pending_individual_verification,8-Year Suspension; Loss of Results; Sanction tolled due to retirement,announced,https://www.usada.org/sanction/nicholas-saccente-receives-second-doping-violation-sanction/,True,True,nicholas saccente,False,False
USADA,"Penchel, Lucas",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/lucas-penchel-accepts-doping-sanction/,True,True,lucas penchel,False,False
USADA,"Gleaves, John",Cycling,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/john-gleaves-accepts-doping-sanction/,True,True,gleaves john,False,False
USADA,"Bond, Daniel",Cycling,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/aaa-panel-imposes-sanction-daniel-bond/,True,True,bond daniel,False,False
USADA,"Aguero, Manuel",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/manuel-aguero-receives-doping-sanction/,True,True,aguero manuel,False,False
USADA,*Name Removed,Paralympic Track and Field,not separately classified in source table,,False,pending_individual_verification,No Fault or Negligence,announced,,False,False,name removed,False,False
USADA,"Jones, Addison",Weightlifting,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension with 3-Month Deferral; Loss of Results,announced,https://www.usada.org/sanction/addison-jones-accepts-doping-violation/,True,True,addison jones,False,False
USADA,"Penne, Jessica",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,20-Month Suspension,announced,https://www.usada.org/sanction/jessica-penne-accepts-doping-sanction-second-violation/,True,True,jessica penne,False,False
USADA,"de Padua, Isabela",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/isabela-de-padua-accepts-doping-sanction/,True,True,de isabela padua,False,False
USADA,"Strange, Robert",Weightlifting,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/robert-strange-accepts-doping-sanction/,True,True,robert strange,False,False
USADA,"Prazeres, Michel",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/michel-prazeres-accepts-doping-sanction/,True,True,michel prazeres,False,False
USADA,"Duarte, Kaynan",Brazilian Jiu-Jitsu,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension,announced,https://www.usada.org/sanction/kaynan-duarte-accepts-doping-sanction/,True,True,duarte kaynan,False,False
USADA,"Saint Preux, Ovince",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,3-Month Suspension,announced,https://www.usada.org/sanction/ovince-saint-preux-accepts-doping-sanction/,True,True,ovince preux saint,False,False
USADA,"Sanchez, Diego",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,3-Month Suspension,announced,https://www.usada.org/sanction/diego-sanchez-accepts-doping-sanction/,True,True,diego sanchez,False,False
USADA,"Werdum, Fabricio",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension - Sanction Reduced,announced,https://www.usada.org/sanction/fabricio-werdum-receives-doping-sanction/ | https://ufc.usada.org/fabricio-werdum-granted-reduced-doping-sanction/,True,True,fabricio werdum,False,False
USADA,"O'Malley, Sean",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/sean-omalley-accepts-sanction-second-doping-violation/,True,True,malley o sean,False,False
USADA,"Townsend, Dequan",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/dequan-townsend-accepts-doping-sanction/,True,True,dequan townsend,False,False
USADA,"Dumala, Samantha",Waterskiing,not separately classified in source table,,False,pending_individual_verification,Public Warning,announced,https://www.usada.org/sanction/samantha-dumala-accepts-public-warning/,True,True,dumala samantha,False,False
USADA,"Dreaver, Ted",Weightlifting,not separately classified in source table,,False,pending_individual_verification,39-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/ted-dreaver-accepts-doping-sanction/,True,True,dreaver ted,False,False
USADA,"Martinez, Cristofer",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/cristofer-martinez-accepts-doping-sanction/,True,True,cristofer martinez,False,False
USADA,"Taha, Khalid",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension,announced,https://www.usada.org/sanction/khalid-taha-accepts-doping-sanction/,True,True,khalid taha,False,False
USADA,"Glasgow, Scott",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension,announced,https://www.usada.org/sanction/scott-glasgow-accepts-doping-sanction/,True,True,glasgow scott,False,False
USADA,"Merrell, Miranda",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/miranda-merrell-accepts-doping-sanction/,True,True,merrell miranda,False,False
USADA,"Cachoeira Gomes da Silva, Priscila",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,4-Month Suspension,announced,https://www.usada.org/sanction/priscila-cachoeira-gomes-da-silva-accepts-doping-sanction/,True,True,cachoeira da gomes priscila silva,False,False
USADA,"Gochenour, Alexandria",Track and Field,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/alexandria-gochenour-accepts-doping-sanction/,True,True,alexandria gochenour,False,False
USADA,"Shafer, Janelle",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/janelle-shafer-accepts-doping-sanction/,True,True,janelle shafer,False,False
USADA,"Jones, Stirley",Paralympic Track and Field,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/aaa-panel-imposes-doping-sanction-for-stirley-jones/ | https://www.usada.org/sanction/cas-upholds-four-year-sanction-stirley-jones/,True,True,jones stirley,False,False
USADA,"Hay, Amy",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results; Sanction Reduced; Unretired - Eligible to compete starting 07/25/2020,announced,https://www.usada.org/sanction/aaa-panel-imposes-doping-sanction-amy-hay/ | https://www.usada.org/sanction/amy-hay-granted-reduced-sanction-doping/,True,True,amy hay,False,False
USADA,"Letellier, Lawrence",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/lawrence-letellier-accepts-doping-sanction/,True,True,lawrence letellier,False,False
USADA,*Name Removed,Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,,False,False,name removed,False,False
USADA,"Nunez, Erik",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/erik-nunez-accepts-doping-sanction/,True,True,erik nunez,False,False
USADA,"Anderson, Kaley",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/kaley-anderson-accept-doping-sanction/,True,True,anderson kaley,False,False
USADA,"Nunes Souza, Istela Iane",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/istela-iane-nunes-souza-accepts-doping-sanction/,True,True,iane istela nunes souza,False,False
USADA,"Y Frederico Salvador de Lemos, Giacomo",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/giacomo-lemos-accepts-doping-sanction/,True,True,de frederico giacomo lemos salvador y,False,False
USADA,"Arte, John Allan",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension,announced,https://www.usada.org/sanction/john-allan-arte-accepts-doping-sanction/,True,True,allan arte john,False,False
USADA,"Gatto Regonha, Melissa",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension,announced,https://www.usada.org/sanction/melissa-gatto-regonha-accepts-doping-sanction/,True,True,gatto melissa regonha,False,False
USADA,"Kurth, Ty",Cycling,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/ty-kurth-accepts-doping-sanction/,True,True,kurth ty,False,False
USADA,"Dwyer, Conor",Swimming,not separately classified in source table,,False,pending_individual_verification,20-Month Suspension; Loss of Results; Sanction tolled due to retirement,announced,https://www.usada.org/sanction/aaa-panel-imposes-20-month-sanction-on-swimming-athlete-conor-dwyer/,True,True,conor dwyer,False,False
USADA,"Franklin, Natalie",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/natalie-franklin-receives-doping-sanction/,True,True,franklin natalie,False,False
USADA,"Allison, Kyler",Bobsled and Skeleton,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results; Sanction tolled due to retirement,announced,https://www.usada.org/sanction/kyler-allison-receives-doping-sanction/,True,True,allison kyler,False,False
USADA,"Davis, Todd",Track and Field,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/todd-davis-receives-doping-sanction/,True,True,davis todd,False,False
USADA,"Cano, Josue",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results; Sanction tolled due to retirement,announced,https://www.usada.org/sanction/josue-cano-receives-doping-sanction/,True,True,cano josue,False,False
USADA,"Salazar, Alberto",Track and Field,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension,announced,https://www.usada.org/sanction/aaa-panel-4-year-sanctions-alberto-salazar-jeffrey-brown/,True,True,alberto salazar,False,False
USADA,"Brown, Jeffrey",Track and Field,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension,announced,https://www.usada.org/sanction/aaa-panel-4-year-sanctions-alberto-salazar-jeffrey-brown/,True,True,brown jeffrey,False,False
USADA,"Carlberg, Angela",Weightlifting,not separately classified in source table,,False,pending_individual_verification,Public Warning,announced,https://www.usada.org/sanction/angela-carlberg-accepts-public-warning/,True,True,angela carlberg,False,False
USADA,"Branch, David",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/david-branch-receives-doping-sanction/,True,True,branch david,False,False
USADA,"Frota Lima, Sarah",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/sarah-frota-lima-accepts-doping-sanction/,True,True,frota lima sarah,False,False
USADA,"Smolyakov, Dmitry",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Sanction tolled due to retirement,announced,https://www.usada.org/sanction/Dmitry-Smolyakov-accepts-doping-sanction/,True,True,dmitry smolyakov,False,False
USADA,"Goss, Lauren",Triathlon,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/lauren-goss-accepts-doping-sanction/,True,True,goss lauren,False,False
USADA,"Maynard, Nicole",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/nicole-maynard-receives-doping-sanction/,True,True,maynard nicole,False,False
USADA,"Gouti, Thibault",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/thibault-gouti-accepts-doping-sanction/,True,True,gouti thibault,False,False
USADA,"Dollaway, CB",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/cb-dollaway-accepts-doping-sanction/,True,True,cb dollaway,False,False
USADA,"Dolidze, Roman",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension,announced,https://www.usada.org/sanction/roman-dolidze-accepts-doping-sanction/,True,True,dolidze roman,False,False
USADA,"Bond, Michael",Powerlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/michael-bond-accepts-doping-sanction/,True,True,bond michael,False,False
USADA,"Orbon, Joane",Karate,not separately classified in source table,,False,pending_individual_verification,9-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/joane-obon-accepts-doping-sanction/,True,True,joane orbon,False,False
USADA,"Licon, William",Swimming,not separately classified in source table,,False,pending_individual_verification,Public Warning,announced,https://www.usada.org/sanction/william-licon-accepts-public-warning/,True,True,licon william,False,False
USADA,"Schafer, Mallory",Triathlon,not separately classified in source table,,False,pending_individual_verification,10-Month Suspension,announced,https://www.usada.org/sanction/mallory-schafer-accepts-doping-sanction/,True,True,mallory schafer,False,False
USADA,"Galloway, Jacqueline",Taekwondo,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/jacqueline-galloway-accepts-doping-sanction/,True,True,galloway jacqueline,False,False
USADA,"Amedovski, Alen",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension with 3-Month Deferral,announced,https://www.usada.org/sanction/alen-amedovski-accepts-doping-sanction/,True,True,alen amedovski,False,False
USADA,"Sacklow, Joe",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/joe-sacklow-accepts-doping-sanction/,True,True,joe sacklow,False,False
USADA,"Warren, Darcie",Weightlifting,not separately classified in source table,,False,pending_individual_verification,8-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/darcie-warren-receives-doping-sanction/,True,True,darcie warren,False,False
USADA,"Shtyrkov, Ivan",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/ivan-shtyrkov-accepts-doping-sanction/,True,True,ivan shtyrkov,False,False
USADA,"Le, Talina",Taekwondo,not separately classified in source table,,False,pending_individual_verification,18-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/talina-le-accepts-doping-sanction/,True,True,le talina,False,False
USADA,"Mosley, Mandy",Weightlifting,not separately classified in source table,,False,pending_individual_verification,16-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/mandy-mosely-accepts-doping-sanction/,True,True,mandy mosley,False,False
USADA,"Hu, Yaozong",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,10-Month Suspension,announced,https://www.usada.org/sanction/yaozong-hu-accepts-doping-sanction/,True,True,hu yaozong,False,False
USADA,"Gorgees, Alex",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,16-Month Suspension,announced,https://www.usada.org/sanction/alex-gorgees-accepts-doping-sanction/,True,True,alex gorgees,False,False
USADA,"Waterstraat, Elizabeth",Triathlon,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/elizabeth-waterstraat-accepts-doping-sanction/,True,True,elizabeth waterstraat,False,False
USADA,"Porfirio de Araùjo, Tayane",Brazilian Jiu-Jitsu,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/tayane-porfirio-de-araujo-accepts-doping-sanction/,True,True,araujo de porfirio tayane,False,False
USADA,"Omar, Mohamed",Weightlifting,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results;,announced,https://www.usada.org/sanction/mohamed-omar-receives-doping-sanction/,True,True,mohamed omar,False,False
USADA,"Ribas, Amanda",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension - Sanction Reduced,announced,https://www.usada.org/sanction/amanda-ribas-accepts-doping-sanction/ | https://www.usada.org/sanction/amanda-ribas-granted-a-reduced-sanction/,True,True,amanda ribas,False,False
USADA,"Tisinger-Ledkins, Janel",Racquetball,not separately classified in source table,,False,pending_individual_verification,16-Month Suspension; Loss of Results,announced,https://www.usada.org/sanction/janel-tisinger-ledkins-accepts-doping-sanction/,True,True,janel ledkins tisinger,False,False
USADA,"Costa, Carlos",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/paulo-costa-and-carlos-costa-accept-doping-sanctions/,True,True,carlos costa,False,False
USADA,"Costa, Paulo",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/paulo-costa-and-carlos-costa-accept-doping-sanctions/,True,True,costa paulo,False,False
USADA,"Montano, Nicco",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/usada-resolves-four-ostarine-cases-under-ufc-anti-doping-policy/,True,True,montano nicco,False,False
USADA,"O'Malley, Sean",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/usada-resolves-four-ostarine-cases-under-ufc-anti-doping-policy/,True,True,malley o sean,False,False
USADA,"Vettori, Marvin",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/usada-resolves-four-ostarine-cases-under-ufc-anti-doping-policy/,True,True,marvin vettori,False,False
USADA,"Mendes, Augusto",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/usada-resolves-four-ostarine-cases-under-ufc-anti-doping-policy/,True,True,augusto mendes,False,False
USADA,"Harris, Walt",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,4-Month Suspension,announced,https://www.usada.org/sanction/walt-harris-accepts-doping-sanction/,True,True,harris walt,False,False
USADA,*Name Removed,Paralympic Cycling,not separately classified in source table,,False,pending_individual_verification,No Fault or Negligence,announced,,False,False,name removed,False,False
USADA,"Taisumov, Mairbek",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension,announced,https://www.usada.org/sanction/mairbek-taisumov-accepts-doping-sanction/,True,True,mairbek taisumov,False,False
USADA,"Dillashaw, TJ",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/tj-dillashaw-accepts-doping-sanction/,True,True,dillashaw tj,True,False
USADA,"Murzakanov, Azamat",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/azamat-murzakanov-accepts-doping-sanction/,True,True,azamat murzakanov,False,False
USADA,"Magomedov, Ruslan",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,Lifetime Suspension; Second & Third Violations,announced,https://www.usada.org/sanction/ruslan-magomedov-receives-lifetime-sanction-after-additional-violations/,True,True,magomedov ruslan,False,False
USADA,"Baratto, Joseph",Cycling,not separately classified in source table,,False,pending_individual_verification,1-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/joseph-baratto-accepts-doping-sanction/,True,True,baratto joseph,False,False
USADA,*Name Removed,Paralympic Track and Field,not separately classified in source table,,False,pending_individual_verification,No Fault or Negligence,announced,,False,False,name removed,False,False
USADA,"Logan, Devin",Skiing,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension with 3-Month Deferral - Loss of Results,announced,https://www.usada.org/sanction/devin-logan-accepts-doping-sanction/,True,True,devin logan,False,False
USADA,"Schenk, Cheyenne",Weightlifting,not separately classified in source table,,False,pending_individual_verification,6-Month Suspension with 3-Month Deferral - Loss of Results,announced,https://www.usada.org/sanction/cheyenne-schenk-accepts-doping-sanction/,True,True,cheyenne schenk,False,False
USADA,"Murtazaliev, Khalid",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension,announced,https://www.usada.org/sanction/khalid-murtazaliev-accepts-doping-sanction/,True,True,khalid murtazaliev,False,False
USADA,"Collier, Jake",Mixed Martial Arts,not separately classified in source table,,False,pending_individual_verification,10-Month Suspension,announced,https://www.usada.org/sanction/jake-collier-accepts-doping-sanction/,True,True,collier jake,False,False
USADA,"Sorensen, Ira",Cycling,not separately classified in source table,,False,pending_individual_verification,2-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/ira-sorenson-accepts-doping-sanction/,True,True,ira sorensen,False,False
USADA,"Pate, Jennifer",Cycling,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results,announced,https://www.usada.org/sanction/jennifer-pate-accepts-doping-sanction/,True,True,jennifer pate,False,False
USADA,"Campbell, Rachel",Weightlifting,not separately classified in source table,,False,pending_individual_verification,4-Year Suspension; Loss of Results; Sanction tolled due to retirement,announced,https://www.usada.org/sanction/rachel-campbell-receives-doping-sanction/,True,True,campbell rachel,False,False
